FirstName,FullName,Genre,InfluenceToBoy,InfluenceToGirl
Jennifer,Jennifer Grey,War,-0.572708436311,-0.263908744239
William,William Smith,Action,-0.0766697205442,0.0823759060022
William,William Smith,Drama,-0.0766697205442,0.0823759060022
William,William Smith,War,-0.0766697205442,0.0823759060022
Nicolas,Nicolas Cage,Crime,0.301055362693,-1
Nicolas,Nicolas Cage,Drama,0.301055362693,-1
Nicolas,Nicolas Cage,Music,0.301055362693,-1
Bob,Bob Hoskins,Crime,0.0,-1
Bob,Bob Hoskins,Drama,0.0,-1
Bob,Bob Hoskins,Music,0.0,-1
Fred,Fred Gwynne,Crime,0.0839754439803,-1
Fred,Fred Gwynne,Drama,0.0839754439803,-1
Fred,Fred Gwynne,Music,0.0839754439803,-1
Sylvester,Sylvester Stallone,Action,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Adventure,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Thriller,-0.0877546161177,-1
Sylvester,Sylvester Stallone,War,-0.0877546161177,-1
Julia,Julia Nickson,Action,-1,0.135940588784
Julia,Julia Nickson,Adventure,-1,0.135940588784
Julia,Julia Nickson,Thriller,-1,0.135940588784
Julia,Julia Nickson,War,-1,0.135940588784
Martin,Martin Kove,Action,0.241286518021,-1
Martin,Martin Kove,Adventure,0.241286518021,-1
Martin,Martin Kove,Thriller,0.241286518021,-1
Martin,Martin Kove,War,0.241286518021,-1
Meryl,Meryl Streep,Biography,-1,0.0
Meryl,Meryl Streep,Drama,-1,0.0
Meryl,Meryl Streep,Romance,-1,0.0
Michael,Michael Gough,Biography,0.0113126325045,0.0741025424479
Michael,Michael Gough,Drama,0.0113126325045,0.0741025424479
Michael,Michael Gough,Romance,0.0113126325045,0.0741025424479
Michael,Michael Kitchen,Biography,0.037207108522,-0.0205925957987
Michael,Michael Kitchen,Drama,0.037207108522,-0.0205925957987
Michael,Michael Kitchen,Romance,0.037207108522,-0.0205925957987
William,William Smith,Adventure,-0.0766697205442,0.0823759060022
William,William Smith,Fantasy,-0.0766697205442,0.0823759060022
Mako,Mako,Adventure,-1,-1
Mako,Mako,Fantasy,-1,-1
Sandahl,Sandahl Bergman,Adventure,-1,-1
Sandahl,Sandahl Bergman,Fantasy,-1,-1
Ted,Ted Danson,Comedy,-0.0596356556852,-1
Ted,Ted Danson,Fantasy,-0.0596356556852,-1
Ted,Ted Danson,Horror,-0.0596356556852,-1
Hal,Hal Holbrook,Comedy,0.0,-1
Hal,Hal Holbrook,Fantasy,0.0,-1
Hal,Hal Holbrook,Horror,0.0,-1
Adrienne,Adrienne Barbeau,Comedy,-1,-0.120602249081
Adrienne,Adrienne Barbeau,Fantasy,-1,-0.120602249081
Adrienne,Adrienne Barbeau,Horror,-1,-0.120602249081
Margot,Margot Kidder,Action,-1,0.0
Margot,Margot Kidder,Comedy,-1,0.0
Margot,Margot Kidder,Sci-Fi,-1,0.0
Robert,Robert Vaughn,Action,0.00111906358429,-0.0680498453452
Robert,Robert Vaughn,Comedy,0.00111906358429,-0.0680498453452
Robert,Robert Vaughn,Sci-Fi,0.00111906358429,-0.0680498453452
Jackie,Jackie Cooper,Action,-0.188807477407,0.155370585796
